turn,time_sigma_ns,Q1
0,8.730202641513907,-0.00348097345848603
1,8.730215069554712,-0.0034796347512865908
2,8.730228087831362,-0.003478229234289164
3,8.730241696148246,-0.003476756929545631
4,8.730255894301347,-0.0034752178600431405
5,8.730270682078213,-0.00347361204970493
6,8.730286059258,-0.0034719395233881187
7,8.730302025611435,-0.0034702003068853757
8,8.730318580900855,-0.003468394426922186
9,8.730335724880195,-0.0034665219111580095
10,8.730353457294981,-0.0034645827881851325
11,8.730371777882368,-0.0034625770541558843
12,8.730390679232906,-0.0034605055361017685
13,8.730410153928846,-0.0034583690622731283
14,8.730430194544224,-0.0034561684621296144
15,8.730450793644982,-0.0034539045663281934
16,8.730471943789045,-0.0034515782067129825
17,8.730493637526475,-0.0034491902163021047
18,8.73051586739951,-0.003446741429280264
19,8.730538625942733,-0.003444232680983035
20,8.730561905683151,-0.00344166480788856
21,8.730585699140306,-0.0034390386476049386
22,8.730609998826365,-0.003436355038860075
23,8.730634797246255,-0.0034336148214890692
24,8.730660086897759,-0.003430818836423367
25,8.730685860271599,-0.003427967925680089
26,8.730712109851586,-0.0034250629323494637
27,8.730738828114704,-0.003422104700583418
28,8.730766007531203,-0.0034190940755854837
29,8.730793640564734,-0.003416031903597964
30,8.730821719672443,-0.003412919031890626
31,8.730850237305082,-0.003409756308749359
32,8.730879185907112,-0.003406544583464776
33,8.730908557916814,-0.0034032847063202015
34,8.730938345766395,-0.003399977528580483
35,8.73096854188211,-0.003396623902479696
36,8.730999138684341,-0.003393224681210132
37,8.731030128587742,-0.003389780718910039
38,8.73106150400131,-0.0033862928706523917
39,8.731093257328531,-0.0033827619924324593
40,8.731125380967452,-0.003379188941157166
41,8.731157867310824,-0.0033755745746314276
42,8.731190708746178,-0.0033719197515486043
43,8.731223897655955,-0.003368225331477184
44,8.731257426417613,-0.003364492174848828
45,8.731291287403726,-0.003360721142947288
46,8.731325472982126,-0.0033569130978948936
47,8.73135997551595,-0.0033530689026433236
48,8.731394787363811,-0.0033491894209590066
49,8.731429900879867,-0.0033452755174124492
50,8.731465308413963,-0.0033413280573656046
51,8.731501002311717,-0.003337347906960057
52,8.731536974914624,-0.00333333593310551
53,8.731573218560197,-0.0033292930034666754
54,8.731609725582043,-0.0033252199864519626
55,8.73164648831,-0.003321117751200785
56,8.731683499070229,-0.003316987167571468
57,8.731720750185325,-0.0033128291061297545
58,8.731758233974434,-0.0033086444381360586
59,8.73179594275338,-0.0033044340355319994
60,8.731833868834727,-0.0033001987709310406
61,8.731872004527943,-0.0032959395176034036
62,8.731910342139477,-0.0032916571494651927
63,8.731948873972872,-0.003287352541066273
64,8.73198759232889,-0.003283026567577154
65,8.732026489505616,-0.0032786801047766465
66,8.732065557798562,-0.0032743140290401682
67,8.732104789500799,-0.003269929217326144
68,8.732144176903025,-0.0032655265471657202
69,8.732183712293724,-0.0032611068966480177
70,8.73222338795924,-0.003256671144409195
71,8.732263196183917,-0.003252220169618849
72,8.732303129250187,-0.003247754851968506
73,8.7323431794387,-0.003243276071658144
74,8.732383339028422,-0.0032387847093846033
75,8.732423600296732,-0.003234281646328789
76,8.732463955519574,-0.0032297677641423845
77,8.732504396971533,-0.003225243944935926
78,8.732544916925962,-0.003220711071266059
79,8.732585507655074,-0.0032161700261232836
80,8.732626161430101,-0.0032116216929174725
81,8.732666870521344,-0.003207066955468052
82,8.732707627198307,-0.0032025066979898325
83,8.732748423729838,-0.0031979418050793753
84,8.7327892523842,-0.003193373161704025
85,8.732830105429203,-0.003188801653187859
86,8.732870975132313,-0.0031842281651995974
87,8.732911853760761,-0.0031796535837396423
88,8.732952733581646,-0.0031750787951275307
89,8.732993606862061,-0.003170504685988756
90,8.73303446586921,-0.0031659321432413725
91,8.733075302870478,-0.003161362054085463
92,8.733116110133599,-0.003156795305987256
93,8.73315687992674,-0.0031522327866675905
94,8.733197604518605,-0.0031476753840898896
95,8.733238276178549,-0.003143123986446088
96,8.733278887176706,-0.0031385794821439956
97,8.733319429784082,-0.0031340427597949336
98,8.733359896272683,-0.0031295147081995085
99,8.733400278915601,-0.0031249962163362485
100,8.733440569987158,-0.003120488173347465
101,8.733480761763,-0.003115991468526026
102,8.733520846520202,-0.0031115069913036707
103,8.733560816537395,-0.003107035631236768
104,8.733600664094869,-0.0031025782779938857
105,8.733640381474691,-0.003098135821342069
106,8.7336799609608,-0.0030937091511349635
107,8.733719394839126,-0.0030892991572990724
108,8.733758675397727,-0.0030849067298198384
109,8.733797794926856,-0.0030805327587301234
110,8.73383674571911,-0.003076178134095771
111,8.73387552006951,-0.003071843746003416
112,8.733914110275643,-0.0030675304845467744
113,8.733952508637753,-0.0030632392398135325
114,8.733990707458855,-0.003058970901872414
115,8.734028699044854,-0.0030547263607597157
116,8.73406647570466,-0.003050506506466063
117,8.73410402975027,-0.003046312228923931
118,8.734141353496916,-0.0030421444179937482
119,8.734178439263163,-0.003038003963450153
